15233 58891
230 232 0.050000
230 1870 0.023256
230 1146 0.062500
230 232 0.050000
230 1870 0.023256
230 232 0.050000
230 1146 0.062500
230 6713 0.125000
230 1870 0.023256
230 1870 0.023256
230 6713 0.125000
230 6713 0.125000
230 950 0.015625
230 6713 0.125000
230 1870 0.023256
230 1870 0.023256
230 1546 0.045455
230 1547 0.018868
230 1870 0.023256
230 1870 0.023256
230 1870 0.023256
230 4158 0.033333
230 1870 0.023256
230 2955 0.040000
230 11753 0.200000
230 1869 0.014706
230 1869 0.014706
230 1869 0.014706
230 1869 0.014706
230 1870 0.023256
230 11753 0.200000
230 1869 0.014706
230 11753 0.200000
230 1870 0.023256
231 232 0.050000
231 232 0.050000
231 721 0.033333
231 1194 0.166667
231 1194 0.166667
231 749 0.043478
231 721 0.033333
231 721 0.033333
231 721 0.033333
231 749 0.043478
232 1870 0.023256
232 1870 0.023256
232 1870 0.023256
232 1870 0.023256
233 92 0.027027
233 1061 0.333333
233 92 0.027027
234 88 0.013158
234 1672 0.041667
234 98 0.035714
234 1672 0.041667
234 98 0.035714
234 1672 0.041667
234 98 0.035714
234 12 0.013889
234 12 0.013889
234 725 0.052632
234 9079 0.250000
234 9079 0.250000
234 9079 0.250000
234 15 0.014493
234 12975 0.500000
234 15 0.014493
234 12975 0.500000
234 15 0.014493
235 133 0.013889
235 133 0.013889
235 133 0.013889
235 134 0.012500
235 705 0.007812
235 133 0.013889
235 133 0.013889
235 14535 0.500000
235 6133 0.033333
235 14537 1.000000
236 133 0.013889
236 237 0.045455
236 133 0.013889
236 738 0.200000
236 968 0.500000
236 968 0.500000
236 361 0.047619
236 2972 0.500000
236 2851 0.058824
236 4048 0.019608
236 2851 0.058824
236 2851 0.058824
236 2851 0.058824
236 799 0.027778
236 800 0.025000
236 2745 1.000000
236 4048 0.019608
236 800 0.025000
236 5561 0.200000
236 5561 0.200000
236 4576 0.071429
236 361 0.047619
236 800 0.025000
236 563 0.052632
236 2506 0.038462
236 1103 0.012048
236 1776 0.018519
236 1103 0.012048
236 1776 0.018519
236 1776 0.018519
236 5561 0.200000
236 563 0.052632
236 563 0.052632
236 1776 0.018519
236 1776 0.018519
236 10075 0.125000
236 1776 0.018519
236 1776 0.018519
236 1776 0.018519
236 1474 0.200000
236 6675 0.021739
236 1776 0.018519
236 1794 0.040000
236 361 0.047619
236 7589 0.066667
236 1474 0.200000
236 1776 0.018519
236 361 0.047619
236 7589 0.066667
236 1474 0.200000
236 884 0.031250
236 361 0.047619
236 7589 0.066667
236 563 0.052632
236 13450 0.125000
236 563 0.052632
236 1776 0.018519
236 1794 0.040000
236 361 0.047619
236 7589 0.066667
236 1776 0.018519
236 1794 0.040000
236 1776 0.018519
236 13450 0.125000
236 361 0.047619
236 7589 0.066667
236 7466 1.000000
236 1776 0.018519
236 1188 0.050000
236 1794 0.040000
236 13450 0.125000
236 1776 0.018519
236 5561 0.200000
236 1776 0.018519
236 13450 0.125000
236 361 0.047619
236 7589 0.066667
236 1776 0.018519
236 15112 0.333333
236 1794 0.040000
236 1776 0.018519
237 582 0.047619
237 599 0.020408
237 6681 0.043478
238 26 0.037037
238 27 0.009524
238 27 0.009524
238 26 0.037037
238 27 0.009524
238 576 1.000000
238 27 0.009524
238 635 0.031250
238 27 0.009524
238 26 0.037037
238 635 0.031250
238 332 0.028571
238 27 0.009524
238 1 0.037037
238 4717 0.500000
238 7475 1.000000
238 135 0.022727
238 2526 0.037037
238 444 0.038462
238 9658 0.111111
238 3320 0.058824
238 9658 0.111111
238 12587 0.333333
238 1954 0.055556
238 635 0.031250
238 6783 0.200000
238 12587 0.333333
239 240 0.025000
239 240 0.025000
239 574 0.166667
239 1574 0.250000
239 460 0.034483
239 1575 0.062500
239 1574 0.250000
239 460 0.034483
239 1575 0.062500
239 574 0.166667
239 1574 0.250000
239 460 0.034483
239 1575 0.062500
239 2091 0.100000
239 3939 0.058824
239 574 0.166667
239 3730 0.250000
239 1574 0.250000
239 460 0.034483
239 460 0.034483
239 2091 0.100000
239 3939 0.058824
239 5088 1.000000
239 460 0.034483
239 2725 0.062500
239 460 0.034483
239 2725 0.062500
239 4152 0.047619
239 705 0.007812
239 705 0.007812
239 4152 0.047619
239 8376 0.125000
239 4152 0.047619
239 705 0.007812
239 4152 0.047619
239 8376 0.125000
239 4152 0.047619
239 8376 0.125000
239 266 0.006757
239 341 0.033333
239 4152 0.047619
239 705 0.007812
239 11011 0.333333
239 11012 0.100000
239 1530 0.043478
239 4290 0.062500
239 11135 0.166667
239 10523 0.166667
239 8745 0.055556
239 332 0.028571
239 357 0.037037
239 2199 0.111111
239 1473 0.032258
239 10523 0.166667
239 10523 0.166667
239 10525 0.142857
239 460 0.034483
239 11529 0.500000
239 10523 0.166667
239 460 0.034483
239 11892 0.142857
239 4 0.020408
239 2273 0.071429
239 6122 0.076923
239 11892 0.142857
239 335 0.062500
239 4 0.020408
239 7019 0.062500
239 27 0.009524
239 11892 0.142857
239 14550 0.166667
239 9548 0.076923
239 1869 0.014706
239 705 0.007812
239 14972 0.333333
239 11892 0.142857
239 14550 0.166667
240 6706 0.166667
240 6706 0.166667
240 6706 0.166667
240 6706 0.166667
241 242 0.025000
241 242 0.025000
241 242 0.025000
241 115 0.166667
241 116 0.166667
241 655 0.100000
241 115 0.166667
241 655 0.100000
241 1208 0.037037
241 5986 1.000000
241 1208 0.037037
241 7242 0.500000
241 1208 0.037037
241 7242 0.500000
241 1208 0.037037
241 1370 0.125000
241 585 0.058824
241 1208 0.037037
241 8877 1.000000
241 10775 0.500000
241 295 0.090909
241 14068 1.000000
242 762 0.076923
243 244 0.111111
243 2551 0.062500
243 273 0.062500
243 11002 0.333333
244 466 0.500000
244 467 0.250000
244 468 0.058824
244 243 0.100000
244 466 0.500000
244 467 0.250000
244 468 0.058824
244 243 0.100000
244 243 0.100000
244 243 0.100000
244 194 0.050000
244 272 0.071429
244 4545 0.045455
244 9363 0.076923
244 11002 0.333333
244 4545 0.045455
244 9363 0.076923
244 243 0.100000
244 11002 0.333333
244 5808 1.000000
245 246 0.045455
245 247 0.008333
245 246 0.045455
245 247 0.008333
245 246 0.045455
245 247 0.008333
245 246 0.045455
245 221 0.011628
245 1578 0.052632
245 885 0.016393
245 885 0.016393
245 1578 0.052632
245 885 0.016393
245 1578 0.052632
245 885 0.016393
245 1578 0.052632
245 3382 0.250000
245 885 0.016393
245 246 0.045455
245 1578 0.052632
245 3382 0.250000
245 885 0.016393
245 4267 1.000000
245 4268 0.500000
245 4706 1.000000
245 888 0.090909
245 12685 0.250000
245 888 0.090909
245 170 0.030303
245 15144 1.000000
246 247 0.008333
246 247 0.008333
246 247 0.008333
246 612 0.014493
246 613 0.021739
246 221 0.011628
246 221 0.011628
246 247 0.008333
246 169 0.111111
246 170 0.030303
246 3504 0.166667
246 247 0.008333
246 247 0.008333
246 3504 0.166667
246 3504 0.166667
246 3504 0.166667
246 3504 0.166667
246 2375 0.043478
246 157 0.019608
246 157 0.019608
246 3651 0.023810
246 2375 0.043478
246 5901 0.043478
246 247 0.008333
246 6714 0.125000
246 157 0.019608
246 1771 0.058824
246 266 0.006757
246 247 0.008333
246 157 0.019608
246 3651 0.023810
246 247 0.008333
246 7367 0.500000
246 159 0.017544
246 6452 0.043478
246 2375 0.043478
246 6714 0.125000
246 30 0.041667
246 6714 0.125000
246 30 0.041667
246 7367 0.500000
246 159 0.017544
246 6452 0.043478
246 8994 0.500000
246 6714 0.125000
246 9083 0.250000
246 457 0.015385
246 9084 0.166667
246 636 0.090909
246 274 0.011364
246 5690 0.062500
246 11895 0.333333
246 636 0.090909
246 240 0.025000
246 636 0.090909
246 11895 0.333333
246 157 0.019608
246 30 0.041667
246 636 0.090909
246 343 0.166667
246 100 0.006623
246 247 0.008333
248 249 0.022222
248 249 0.022222
248 249 0.022222
248 249 0.022222
248 249 0.022222
249 937 0.062500
249 249 0.022222
249 14998 1.000000
250 251 0.014925
250 9 0.010000
250 251 0.014925
250 251 0.014925
250 9 0.010000
251 9 0.010000
251 130 0.045455
251 8 0.012821
251 6011 0.043478
251 6011 0.043478
251 6011 0.043478
251 6011 0.043478
251 6011 0.043478
251 6011 0.043478
251 5661 0.038462
251 5661 0.038462
251 94 0.076923
251 335 0.062500
251 5661 0.038462
251 2441 0.058824
251 6675 0.021739
251 335 0.062500
251 6674 0.066667
251 1738 0.009434
251 4471 0.050000
251 4471 0.050000
251 4471 0.050000
251 6011 0.043478
252 253 0.333333
252 253 0.333333
253 253 0.333333
254 44 0.019608
254 44 0.019608
254 2207 1.000000
254 1219 0.166667
254 274 0.011364
254 1551 0.090909
254 1551 0.090909
254 1219 0.166667
254 274 0.011364
254 1551 0.090909
254 277 0.071429
254 277 0.071429
254 13580 1.000000
254 6123 0.055556
254 11223 0.500000
255 256 0.142857
255 257 0.083333
255 529 1.000000
255 1766 0.500000
255 2202 0.125000
255 2980 0.500000
255 2202 0.125000
255 145 0.011494
255 145 0.011494
255 145 0.011494
255 4655 0.200000
255 1795 0.142857
255 2820 0.111111
255 2980 0.500000
255 4655 0.200000
255 4655 0.200000
255 2820 0.111111
255 2820 0.111111
255 8761 0.100000
255 9234 0.250000
255 1221 0.031250
255 1221 0.031250
255 9234 0.250000
255 8761 0.100000
255 7196 0.058824
255 8761 0.100000
255 7196 0.058824
255 8761 0.100000
255 7196 0.058824
255 4970 0.200000
255 4970 0.200000
255 2202 0.125000
255 4970 0.200000
255 145 0.011494
255 145 0.011494
255 145 0.011494
256 257 0.083333
256 357 0.037037
257 37 0.052632
258 259 0.142857
258 260 0.037037
258 749 0.043478
258 2585 0.333333
258 882 0.200000
258 749 0.043478
258 231 0.032258
258 354 0.012987
258 749 0.043478
258 749 0.043478
258 950 0.015625
258 646 0.017544
258 749 0.043478
258 749 0.043478
258 749 0.043478
258 721 0.033333
258 721 0.033333
258 749 0.043478
258 231 0.032258
258 721 0.033333
258 231 0.032258
258 749 0.043478
258 749 0.043478
258 721 0.033333
258 749 0.043478
258 749 0.043478
258 749 0.043478
258 721 0.033333
258 1725 0.333333
258 231 0.032258
258 749 0.043478
258 231 0.032258
259 260 0.037037
259 260 0.037037
259 260 0.037037
259 2634 0.029412
259 332 0.028571
259 2634 0.029412
259 4290 0.062500
259 4290 0.062500
259 332 0.028571
259 328 0.019608
259 1379 0.032258
259 1379 0.032258
259 3315 0.055556
259 3315 0.055556
259 3315 0.055556
259 3315 0.055556
259 1765 0.025000
259 3315 0.055556
259 1765 0.025000
259 3315 0.055556
259 1765 0.025000
259 3315 0.055556
259 3315 0.055556
259 1765 0.025000
260 475 0.058824
260 476 0.250000
260 2645 0.071429
260 1379 0.032258
260 1379 0.032258
260 1379 0.032258
260 7474 1.000000
260 1379 0.032258
260 4299 0.166667
261 262 0.058824
261 263 0.050000
261 133 0.013889
261 263 0.050000
261 887 0.030303
261 262 0.058824
261 263 0.050000
261 262 0.058824
261 1645 0.029412
261 2071 0.025641
261 474 0.022727
261 705 0.007812
261 2071 0.025641
261 1645 0.029412
261 262 0.058824
261 263 0.050000
261 287 0.009901
261 262 0.058824
261 2071 0.025641
261 661 0.027778
261 1645 0.029412
261 661 0.027778
261 2071 0.025641
261 200 0.009434
261 131 0.004115
261 133 0.013889
261 1645 0.029412
261 363 0.012821
261 200 0.009434
261 131 0.004115
261 200 0.009434
261 131 0.004115
261 2071 0.025641
261 661 0.027778
261 2071 0.025641
261 200 0.009434
261 131 0.004115
261 809 1.000000
261 262 0.058824
261 263 0.050000
261 1645 0.029412
261 661 0.027778
261 200 0.009434
261 131 0.004115
261 661 0.027778
261 2071 0.025641
261 200 0.009434
261 131 0.004115
261 200 0.009434
261 131 0.004115
261 134 0.012500
261 200 0.009434
261 131 0.004115
261 661 0.027778
261 9744 0.500000
261 661 0.027778
261 200 0.009434
261 263 0.050000
261 9745 0.142857
261 131 0.004115
261 9746 0.052632
261 6891 0.020833
261 661 0.027778
261 661 0.027778
261 134 0.012500
261 661 0.027778
261 1032 0.013514
261 661 0.027778
261 661 0.027778
261 200 0.009434
261 131 0.004115
261 134 0.012500
261 661 0.027778
261 9746 0.052632
261 661 0.027778
261 9746 0.052632
261 661 0.027778
261 9746 0.052632
261 661 0.027778
261 9746 0.052632
261 263 0.050000
262 263 0.050000
262 358 0.500000
262 358 0.500000
262 1645 0.029412
262 2071 0.025641
262 263 0.050000
262 2071 0.025641
262 274 0.011364
262 274 0.011364
262 274 0.011364
262 274 0.011364
262 626 0.014925
262 626 0.014925
262 1645 0.029412
262 274 0.011364
262 263 0.050000
262 1645 0.029412
262 274 0.011364
262 12571 0.250000
262 12571 0.250000
263 1645 0.029412
263 800 0.025000
263 800 0.025000
263 800 0.025000
263 800 0.025000
263 9745 0.142857
263 131 0.004115
263 9746 0.052632
263 6891 0.020833
263 800 0.025000
263 800 0.025000
263 800 0.025000
263 800 0.025000
263 800 0.025000
263 800 0.025000
263 3753 0.062500
263 800 0.025000
263 3753 0.062500
263 249 0.022222
263 128 0.020408
263 800 0.025000
263 249 0.022222
263 128 0.020408
264 74 0.041667
264 74 0.041667
264 74 0.041667
264 1312 0.071429
265 266 0.006757
265 246 0.045455
265 612 0.014493
265 613 0.021739
265 266 0.006757
265 191 0.500000
265 613 0.021739
265 1053 0.333333
265 266 0.006757
265 246 0.045455
265 221 0.011628
265 266 0.006757
265 1539 0.142857
265 288 0.029412
265 108 0.071429
265 266 0.006757
265 266 0.006757
265 2243 0.058824
265 5368 0.071429
265 486 0.043478
265 4582 0.025641
265 246 0.045455
265 157 0.019608
265 607 0.125000
265 359 0.009524
265 3015 0.015873
265 328 0.019608
265 624 0.021277
265 359 0.009524
265 3015 0.015873
265 2243 0.058824
265 4582 0.025641
265 4784 0.083333
265 887 0.030303
265 4784 0.083333
265 887 0.030303
265 5368 0.071429
265 752 0.019231
265 2243 0.058824
265 5368 0.071429
265 486 0.043478
265 4582 0.025641
265 4784 0.083333
265 887 0.030303
265 4784 0.083333
265 887 0.030303
265 5368 0.071429
265 752 0.019231
265 359 0.009524
265 3015 0.015873
265 1032 0.013514
265 288 0.029412
265 2243 0.058824
265 5368 0.071429
265 486 0.043478
265 4582 0.025641
265 4784 0.083333
265 887 0.030303
265 4784 0.083333
265 887 0.030303
265 159 0.017544
265 5368 0.071429
265 752 0.019231
265 3015 0.015873
265 3015 0.015873
265 3015 0.015873
265 10285 1.000000
265 359 0.009524
265 613 0.021739
265 5368 0.071429
265 752 0.019231
265 3015 0.015873
265 359 0.009524
265 11122 0.142857
265 3015 0.015873
265 11122 0.142857
265 3015 0.015873
265 613 0.021739
265 11122 0.142857
265 3015 0.015873
265 157 0.019608
265 752 0.019231
265 157 0.019608
265 752 0.019231
265 226 0.038462
265 11122 0.142857
265 6102 0.041667
265 6086 0.015625
266 247 0.008333
266 247 0.008333
266 247 0.008333
266 247 0.008333
266 247 0.008333
266 247 0.008333
266 247 0.008333
267 268 0.033333
267 704 0.250000
267 705 0.007812
267 133 0.013889
267 159 0.017544
267 45 0.500000
267 966 0.200000
267 268 0.033333
267 624 0.021277
267 626 0.014925
267 235 0.083333
267 133 0.013889
267 134 0.012500
267 705 0.007812
267 966 0.200000
267 268 0.033333
267 799 0.027778
267 159 0.017544
267 966 0.200000
267 799 0.027778
267 268 0.033333
267 133 0.013889
267 196 0.083333
267 268 0.033333
267 1019 0.125000
267 2597 1.000000
267 624 0.021277
267 624 0.021277
267 626 0.014925
267 966 0.200000
267 268 0.033333
267 624 0.021277
267 626 0.014925
267 724 0.032258
267 709 0.029412
267 626 0.014925
267 133 0.013889
267 4701 0.047619
267 626 0.014925
267 966 0.200000
267 626 0.014925
267 3147 0.041667
267 415 0.020833
267 705 0.007812
267 4701 0.047619
267 268 0.033333
267 3147 0.041667
267 415 0.020833
267 705 0.007812
267 268 0.033333
267 4701 0.047619
267 624 0.021277
267 626 0.014925
267 133 0.013889
267 498 0.014286
267 268 0.033333
267 626 0.014925
267 268 0.033333
267 799 0.027778
267 705 0.007812
267 268 0.033333
267 6690 0.090909
267 4701 0.047619
267 6691 0.037037
267 268 0.033333
267 6690 0.090909
267 4701 0.047619
267 6691 0.037037
267 624 0.021277
267 626 0.014925
267 415 0.020833
267 6239 1.000000
267 705 0.007812
267 4701 0.047619
267 626 0.014925
267 268 0.033333
267 6690 0.090909
267 239 0.043478
267 705 0.007812
267 2177 0.029412
267 626 0.014925
267 415 0.020833
267 6691 0.037037
267 6690 0.090909
267 2177 0.029412
267 2119 1.000000
267 705 0.007812
267 1890 0.014493
267 705 0.007812
267 6691 0.037037
267 6690 0.090909
267 9494 0.076923
267 709 0.029412
267 2177 0.029412
267 6691 0.037037
267 268 0.033333
267 4701 0.047619
267 626 0.014925
267 705 0.007812
267 133 0.013889
267 266 0.006757
267 9494 0.076923
267 6691 0.037037
267 9494 0.076923
267 268 0.033333
267 11138 0.125000
267 6690 0.090909
267 799 0.027778
267 266 0.006757
267 10173 0.500000
267 6691 0.037037
267 1394 0.015873
267 10173 0.500000
267 6691 0.037037
267 1394 0.015873
267 624 0.021277
267 266 0.006757
267 6917 1.000000
267 128 0.020408
267 705 0.007812
267 268 0.033333
267 159 0.017544
267 266 0.006757
267 266 0.006757
267 268 0.033333
267 159 0.017544
267 268 0.033333
267 159 0.017544
267 624 0.021277
267 266 0.006757
267 624 0.021277
267 626 0.014925
267 12589 0.071429
267 266 0.006757
267 12008 0.200000
267 8529 0.200000
267 11138 0.125000
267 9494 0.076923
267 266 0.006757
267 624 0.021277
267 626 0.014925
267 12589 0.071429
267 266 0.006757
267 658 0.166667
267 268 0.033333
267 159 0.017544
267 6691 0.037037
267 12589 0.071429
267 1394 0.015873
267 7962 0.062500
267 12589 0.071429
267 12008 0.200000
267 11138 0.125000
267 13550 0.333333
267 9494 0.076923
267 752 0.019231
267 266 0.006757
267 11138 0.125000
267 7962 0.062500
267 11981 0.250000
267 12589 0.071429
268 1071 1.000000
268 1072 0.500000
268 799 0.027778
268 159 0.017544
268 1019 0.125000
268 3147 0.041667
268 415 0.020833
268 705 0.007812
268 626 0.014925
268 799 0.027778
268 6690 0.090909
268 4701 0.047619
268 6691 0.037037
268 6690 0.090909
268 4701 0.047619
268 6691 0.037037
268 6690 0.090909
268 799 0.027778
268 6691 0.037037
268 8138 0.333333
268 4701 0.047619
268 626 0.014925
268 11138 0.125000
268 6690 0.090909
268 799 0.027778
268 159 0.017544
268 159 0.017544
268 159 0.017544
268 159 0.017544
268 14296 0.200000
268 14296 0.200000
268 12545 0.333333
268 159 0.017544
268 14296 0.200000
268 15133 1.000000
268 799 0.027778
269 760 0.062500
269 761 0.333333
269 760 0.062500
269 4322 1.000000
269 2648 0.166667
269 3015 0.015873
269 3015 0.015873
269 1032 0.013514
269 3753 0.062500
270 271 0.066667
270 272 0.071429
270 273 0.062500
270 271 0.066667
270 272 0.071429
270 271 0.066667
270 272 0.071429
270 271 0.066667
270 272 0.071429
270 271 0.066667
270 271 0.066667
270 6894 0.055556
270 271 0.066667
270 271 0.066667
270 6894 0.055556
270 271 0.066667
270 271 0.066667
270 271 0.066667
270 271 0.066667
270 6894 0.055556
270 271 0.066667
270 9568 0.040000
271 272 0.071429
271 273 0.062500
271 272 0.071429
271 272 0.071429
271 272 0.071429
271 514 0.018519
271 812 0.100000
271 6894 0.055556
271 6894 0.055556
271 6894 0.055556
271 9568 0.040000
272 273 0.062500
272 2703 0.500000
272 447 0.066667
272 4544 0.500000
272 4545 0.045455
272 874 0.083333
272 5341 0.166667
272 6112 0.250000
272 4545 0.045455
273 6894 0.055556
273 8280 0.111111
273 4129 0.083333
273 4129 0.083333
273 4129 0.083333
273 4129 0.083333
273 4129 0.083333
273 8280 0.111111
273 12989 0.083333
273 2278 0.166667
274 275 0.052632
274 275 0.052632
274 275 0.052632
274 275 0.052632
274 275 0.052632
274 275 0.052632
274 457 0.015385
274 457 0.015385
274 457 0.015385
274 627 0.038462
274 100 0.006623
274 627 0.038462
274 27 0.009524
274 100 0.006623
274 275 0.052632
274 6724 0.500000
274 705 0.007812
274 705 0.007812
274 5690 0.062500
274 457 0.015385
274 9716 0.033333
274 5690 0.062500
274 5690 0.062500
274 5690 0.062500
274 627 0.038462
274 444 0.038462
274 12968 0.125000
274 12968 0.125000
274 5690 0.062500
274 2645 0.071429
274 627 0.038462
274 12968 0.125000
274 627 0.038462
274 12968 0.125000
275 5690 0.062500
275 5690 0.062500
275 3651 0.023810
275 5690 0.062500
275 5690 0.062500
276 230 0.021277
276 277 0.071429
276 278 0.062500
276 27 0.009524
277 278 0.062500
277 278 0.062500
277 290 0.045455
277 4900 0.037037
277 290 0.045455
277 290 0.045455
278 290 0.045455
278 290 0.045455
278 27 0.009524
278 1466 0.028571
279 280 0.500000
279 278 0.062500
279 230 0.021277
279 278 0.062500
280 278 0.062500
280 278 0.062500
280 230 0.021277
280 278 0.062500
281 282 0.125000
281 282 0.125000
281 282 0.125000
281 282 0.125000
281 282 0.125000
281 557 0.200000
283 122 0.015152
283 361 0.047619
283 122 0.015152
283 122 0.015152
283 122 0.015152
283 4043 1.000000
283 4045 0.111111
283 1757 0.090909
283 122 0.015152
283 4045 0.111111
283 4045 0.111111
283 121 0.076923
283 122 0.015152
283 4045 0.111111
283 122 0.015152
283 4045 0.111111
283 122 0.015152
283 361 0.047619
283 122 0.015152
283 122 0.015152
283 122 0.015152
283 122 0.015152
283 6547 0.142857
283 122 0.015152
283 6547 0.142857
283 6803 0.100000
283 6803 0.100000
283 122 0.015152
283 122 0.015152
283 122 0.015152
283 122 0.015152
284 285 0.066667
284 286 0.045455
284 286 0.045455
284 286 0.045455
284 286 0.045455
284 83 0.055556
284 286 0.045455
284 286 0.045455
284 1692 0.013889
284 286 0.045455
284 286 0.045455
284 5258 0.142857
284 286 0.045455
284 6570 1.000000
284 286 0.045455
284 5258 0.142857
284 286 0.045455
284 286 0.045455
284 5000 0.041667
284 5000 0.041667
284 286 0.045455
284 5000 0.041667
285 286 0.045455
285 3409 0.076923
285 3409 0.076923
285 3409 0.076923
285 15015 1.000000
287 288 0.029412
287 10 0.055556
287 288 0.029412
287 553 0.013514
287 554 0.041667
287 953 0.018519
287 1876 0.500000
287 2369 1.000000
287 953 0.018519
287 2370 0.333333
287 637 0.023810
287 637 0.023810
287 3080 0.058824
287 266 0.006757
287 266 0.006757
287 513 0.066667
287 514 0.018519
287 440 0.018868
287 553 0.013514
287 554 0.041667
287 266 0.006757
287 26 0.037037
287 27 0.009524
287 100 0.006623
287 262 0.058824
287 2071 0.025641
287 553 0.013514
287 952 0.125000
287 554 0.041667
287 266 0.006757
287 624 0.021277
287 27 0.009524
287 555 0.050000
287 953 0.018519
287 513 0.066667
287 514 0.018519
287 440 0.018868
287 440 0.018868
287 555 0.050000
287 953 0.018519
287 262 0.058824
287 1645 0.029412
287 624 0.021277
287 553 0.013514
287 624 0.021277
287 1645 0.029412
287 1193 0.021277
287 553 0.013514
287 5867 0.166667
287 3498 0.333333
287 1192 0.111111
287 1193 0.021277
287 3492 0.026316
287 474 0.022727
287 624 0.021277
287 553 0.013514
287 6086 0.015625
287 553 0.013514
287 1645 0.029412
287 6086 0.015625
287 474 0.022727
287 624 0.021277
287 482 0.026316
287 1645 0.029412
287 514 0.018519
287 553 0.013514
287 6086 0.015625
287 4133 0.111111
287 637 0.023810
287 7931 0.500000
287 1193 0.021277
287 953 0.018519
287 8044 0.142857
287 8044 0.142857
287 2836 0.035714
287 8044 0.142857
287 1060 0.010989
287 553 0.013514
287 6086 0.015625
287 1060 0.010989
287 2804 0.050000
287 4958 0.058824
287 1060 0.010989
287 2804 0.050000
287 4958 0.058824
287 1060 0.010989
287 2836 0.035714
287 1060 0.010989
287 8044 0.142857
287 1060 0.010989
287 953 0.018519
287 1060 0.010989
287 953 0.018519
287 1060 0.010989
287 498 0.014286
287 7343 0.066667
287 498 0.014286
287 498 0.014286
287 2836 0.035714
287 498 0.014286
287 498 0.014286
287 8044 0.142857
287 11510 0.083333
287 498 0.014286
287 11510 0.083333
287 498 0.014286
287 2836 0.035714
287 8407 0.200000
287 11510 0.083333
287 2836 0.035714
287 498 0.014286
287 498 0.014286
287 2836 0.035714
287 2836 0.035714
287 498 0.014286
287 2836 0.035714
287 2836 0.035714
287 11510 0.083333
287 953 0.018519
287 953 0.018519
287 2836 0.035714
287 11510 0.083333
287 2836 0.035714
287 2836 0.035714
288 108 0.071429
288 634 0.011905
288 8 0.012821
288 634 0.011905
288 9 0.010000
288 6316 0.200000
288 2017 0.016949
288 12094 0.500000
288 3753 0.062500
288 11747 0.200000
288 11747 0.200000
288 11747 0.200000
288 1738 0.009434
289 800 0.025000
289 800 0.025000
289 800 0.025000
289 800 0.025000
289 4163 0.047619
289 4163 0.047619
289 341 0.033333
289 4163 0.047619
292 293 0.043478
292 293 0.043478
292 293 0.043478
292 293 0.043478
292 293 0.043478
292 293 0.043478
292 5114 0.250000
292 293 0.043478
292 5114 0.250000
292 293 0.043478
292 5884 1.000000
292 293 0.043478
292 293 0.043478
292 293 0.043478
292 725 0.052632
292 513 0.066667
292 514 0.018519
292 293 0.043478
292 514 0.018519
292 293 0.043478
292 419 0.111111
292 709 0.029412
292 415 0.020833
292 419 0.111111
292 709 0.029412
292 415 0.020833
292 419 0.111111
292 415 0.020833
292 725 0.052632
292 725 0.052632
294 295 0.090909
294 296 0.034483
294 1175 0.166667
294 804 0.090909
294 296 0.034483
294 1175 0.166667
294 238 0.111111
294 1 0.037037
294 1175 0.166667
294 474 0.022727
294 1 0.037037
294 804 0.090909
294 296 0.034483
295 296 0.034483
295 26 0.037037
295 26 0.037037
295 1371 0.333333
295 26 0.037037
295 2493 0.333333
295 1371 0.333333
295 1371 0.333333
295 26 0.037037
295 15 0.014493
295 5095 0.058824
295 5095 0.058824
295 11013 0.100000
295 5095 0.058824
295 11013 0.100000
295 5095 0.058824
295 11013 0.100000
295 12218 0.333333
295 12695 0.333333
295 12695 0.333333
295 12218 0.333333
296 644 1.000000
296 7209 0.250000
297 298 0.333333
297 299 0.047619
297 298 0.333333
297 298 0.333333
297 1176 0.333333
297 2096 0.250000
297 1177 0.166667
297 1178 0.076923
297 1179 0.050000
297 876 0.050000
297 653 0.031250
297 2005 0.041667
297 2709 0.125000
297 9372 0.111111
297 2704 0.026316
297 2709 0.125000
297 9372 0.111111
297 2704 0.026316
297 2704 0.026316
297 6987 0.125000
297 2709 0.125000
297 9372 0.111111
297 2704 0.026316
297 2709 0.125000
297 12694 0.200000
297 2704 0.026316
297 2704 0.026316
298 299 0.047619
298 1176 0.333333
298 1177 0.166667
298 1178 0.076923
298 1179 0.050000
298 1176 0.333333
298 2096 0.250000
298 1177 0.166667
298 1178 0.076923
298 1179 0.050000
298 2096 0.250000
298 1178 0.076923
298 1179 0.050000
298 5911 1.000000
298 874 0.083333
298 272 0.071429
298 874 0.083333
299 99 0.009174
299 4135 0.200000
299 4135 0.200000
300 301 0.166667
300 302 0.076923
300 301 0.166667
300 841 0.166667
300 302 0.076923
300 1726 1.000000
300 301 0.166667
300 302 0.076923
300 7077 0.021739
301 302 0.076923
301 841 0.166667
301 302 0.076923
301 302 0.076923
301 841 0.166667
301 302 0.076923
303 304 1.000000
303 305 0.062500
303 306 0.038462
303 307 0.022727
303 349 0.058824
303 305 0.062500
303 306 0.038462
303 1033 0.500000
303 1034 0.333333
303 349 0.058824
303 305 0.062500
303 306 0.038462
303 349 0.058824
303 306 0.038462
303 807 0.066667
303 1034 0.333333
303 306 0.038462
303 736 0.018182
303 807 0.066667
303 736 0.018182
303 736 0.018182
303 736 0.018182
303 736 0.018182
303 736 0.018182
303 13576 1.000000
304 305 0.062500
304 306 0.038462
304 307 0.022727
305 306 0.038462
305 307 0.022727
305 306 0.038462
305 1261 0.333333
305 1262 0.250000
